,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Converted,City_encoded,lead origin encoded,lead sources encoded,last activity encoded,lead quality encoded,last notable activity encoded,copy of interview encoded,do not email encoded
1789,3.0,121,3.0,0,0,0,3,5,3,4,0,0
1790,3.0,251,3.0,0,0,1,3,12,3,8,0,0
1791,4.0,700,4.0,0,4,1,3,12,3,8,0,0
1792,8.0,699,8.0,0,0,1,3,5,3,8,0,0
1793,3.0,597,3.0,0,2,1,1,5,3,4,1,0
1794,0.0,0,0.0,0,0,0,6,3,3,8,0,0
1795,7.0,8,7.0,0,0,1,3,12,3,8,1,0
1796,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1797,4.0,360,4.0,0,0,1,1,10,3,8,1,0
1798,0.0,0,0.0,0,0,0,6,5,3,4,0,0
1799,5.0,271,1.67,0,0,1,3,12,3,8,0,0
1800,6.0,76,3.0,1,4,1,3,5,1,4,0,0
1801,2.0,376,2.0,0,2,1,3,1,3,8,0,0
1802,0.0,0,0.0,0,0,0,6,3,3,2,0,0
1803,2.0,1349,1.0,1,0,2,10,9,2,9,1,0
1804,6.0,1116,3.0,1,0,1,3,5,0,4,0,0
1805,3.0,370,1.5,1,0,1,3,12,2,12,0,0
1806,3.0,131,1.0,0,0,0,3,5,3,4,0,0
1807,2.0,2117,2.0,0,0,0,3,9,3,8,0,0
1808,10.0,85,5.0,0,0,0,3,5,3,8,0,0
1809,8.0,1190,2.0,1,1,1,1,10,0,10,1,0
1810,5.0,287,5.0,0,1,1,1,12,3,8,1,0
1811,2.0,1303,2.0,0,0,0,3,5,3,4,0,0
1812,10.0,1026,10.0,1,0,1,3,12,2,12,1,0
1813,8.0,167,4.0,1,3,0,3,5,2,4,0,0
1814,3.0,759,3.0,0,0,1,3,7,3,8,0,0
1815,5.0,75,5.0,0,1,1,7,14,3,8,1,1
1816,1.0,210,1.0,0,0,1,1,1,3,8,1,0
1817,0.0,0,0.0,1,0,0,6,12,3,12,0,0
1818,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1819,3.0,845,3.0,1,4,1,3,12,2,12,0,0
1820,5.0,1,5.0,1,4,1,3,12,2,12,0,0
1821,2.0,1335,2.0,0,0,1,3,5,3,8,0,0
1822,2.0,51,2.0,0,0,1,3,5,3,4,0,0
1823,2.0,1387,2.0,1,0,0,3,12,2,8,0,0
1824,30.0,68,10.0,0,4,1,1,12,3,8,1,0
1825,5.0,29,5.0,0,0,1,7,5,3,4,1,0
1826,2.0,296,2.0,1,4,1,3,12,2,12,0,0
1827,6.0,555,6.0,0,0,1,3,12,3,8,1,0
1828,8.0,275,4.0,0,2,1,7,5,3,4,1,0
1829,4.0,1033,4.0,1,0,1,3,5,1,8,0,0
1830,3.0,226,1.5,0,0,0,6,5,3,4,1,0
1831,16.0,1522,2.67,1,0,1,1,7,0,8,1,0
1832,3.0,161,3.0,0,1,1,7,5,3,4,1,0
1833,5.0,37,2.5,0,0,1,3,7,3,8,0,0
1834,3.0,529,3.0,0,3,1,1,5,3,8,1,0
1835,1.0,191,1.0,0,0,1,1,2,3,8,1,1
1836,3.0,1293,1.5,1,0,1,1,5,3,4,1,0
1837,6.0,213,6.0,0,0,1,3,5,3,8,0,0
1838,6.0,125,2.0,0,0,1,3,5,3,4,0,0
1839,0.0,0,0.0,0,0,0,6,3,4,8,0,0
1840,2.0,1328,2.0,1,1,1,1,12,2,12,1,0
1841,3.0,284,3.0,0,4,1,3,1,3,8,0,0
1842,2.0,84,2.0,0,0,0,7,10,3,8,0,0
1843,2.0,203,2.0,0,0,1,1,5,3,4,1,0
1844,2.0,102,2.0,0,0,1,3,2,3,1,0,1
1845,3.0,481,3.0,1,0,0,3,5,0,4,0,0
1846,9.0,195,2.25,0,0,0,3,13,3,13,0,0
1847,5.0,231,5.0,0,0,1,3,5,3,4,0,0
1848,10.0,825,5.0,1,0,1,3,12,2,12,0,0
1849,7.0,338,2.33,0,4,1,3,5,3,4,0,0
1850,6.0,204,3.0,0,0,1,3,10,3,10,0,0
1851,3.0,203,3.0,0,4,1,3,5,3,4,0,0
1852,3.0,107,3.0,0,0,0,3,5,3,8,0,0
1853,4.0,221,4.0,0,0,1,3,5,3,4,0,0
1854,1.0,238,1.0,0,0,0,3,1,4,8,0,0
1855,2.0,335,2.0,0,0,0,3,9,3,8,0,0
1856,5.0,1383,5.0,1,1,1,7,12,2,12,1,0
1857,3.0,761,3.0,1,4,1,3,5,1,4,0,0
1858,2.0,303,2.0,0,0,0,1,9,3,8,0,0
1859,0.0,0,0.0,1,0,2,10,12,2,12,0,0
1860,0.0,0,0.0,1,0,2,10,12,2,12,0,0
1861,4.0,260,4.0,0,0,1,3,13,3,8,0,0
1862,0.0,0,0.0,1,0,2,14,2,3,1,0,1
1863,2.0,738,2.0,0,0,0,3,9,3,8,0,0
1864,6.0,212,6.0,0,0,1,3,5,0,4,0,0
1865,3.0,60,3.0,0,4,1,1,5,4,4,1,0
1866,9.0,898,4.5,1,0,0,3,2,3,1,0,1
1867,15.0,1108,3.0,1,4,2,0,5,3,4,0,0
1868,4.0,355,4.0,0,0,1,3,5,2,4,0,0
1869,7.0,842,3.5,1,0,1,3,12,0,12,0,0
1870,2.0,133,2.0,0,0,0,3,9,3,8,0,0
1871,0.0,0,0.0,0,0,0,6,5,3,4,0,0
1872,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1873,2.0,186,2.0,0,0,1,3,12,2,8,0,0
1874,0.0,0,0.0,1,0,0,6,5,3,4,0,0
1875,11.0,1187,11.0,0,4,1,3,12,3,8,0,0
1876,5.0,48,1.67,0,0,0,1,5,3,4,0,0
1877,11.0,1039,5.5,1,5,1,3,5,3,4,1,0
1878,3.0,831,3.0,1,0,0,3,5,3,4,0,0
1879,3.0,977,3.0,0,4,1,1,5,3,4,1,0
1880,4.0,612,4.0,1,0,1,3,12,3,12,0,0
1881,3.0,170,1.5,1,0,0,3,12,3,12,0,0
1882,6.0,1040,6.0,1,0,0,1,12,2,8,0,0
1883,0.0,0,0.0,1,0,0,6,12,2,8,0,0
1884,3.0,119,1.5,0,0,0,7,12,3,8,0,0
1885,7.0,255,7.0,0,4,1,7,5,3,4,1,0
1886,3.0,1061,3.0,1,4,1,1,5,0,4,1,0
1887,3.0,1987,3.0,1,4,1,3,5,3,4,0,0
1888,6.0,307,6.0,0,0,1,3,5,3,4,0,0
1889,6.0,138,3.0,0,0,0,7,10,3,10,0,0
1890,2.0,169,2.0,0,0,0,3,5,3,4,0,0
1891,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1892,2.0,1208,2.0,1,4,1,1,5,1,8,0,0
1893,8.0,157,2.0,0,0,1,3,5,3,4,0,0
1894,0.0,0,0.0,1,0,0,6,5,3,4,0,0
1895,9.0,171,9.0,0,4,1,3,5,3,4,0,0
1896,4.0,441,4.0,0,0,1,3,9,3,8,0,0
1897,0.0,0,0.0,1,0,2,10,12,2,12,0,0
1898,0.0,0,0.0,1,0,0,6,9,3,8,0,0
1899,6.0,1830,3.0,1,0,1,3,12,2,12,0,0
1900,2.0,1227,1.0,1,0,0,3,5,3,4,0,0
1901,0.0,0,0.0,0,0,0,6,5,4,4,0,0
1902,3.0,275,3.0,0,0,0,3,5,3,4,0,0
1903,2.0,94,2.0,0,0,0,3,5,3,4,0,0
1904,4.0,51,4.0,0,0,1,1,5,3,4,1,0
1905,5.0,914,2.5,1,0,1,3,12,0,12,0,0
1906,2.0,1410,1.0,0,0,0,3,5,3,8,0,0
1907,0.0,0,0.0,1,0,0,6,12,3,12,0,0
1908,3.0,38,1.5,0,0,0,3,5,3,8,0,0
1909,5.0,431,2.5,0,2,1,3,5,3,4,1,0
1910,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1911,4.0,61,4.0,0,0,1,3,5,3,4,0,0
1912,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1913,0.0,0,0.0,1,0,0,6,12,3,12,0,0
1914,3.0,1222,1.5,0,0,0,3,9,2,8,0,0
1915,9.0,747,9.0,1,4,1,1,5,1,4,0,0
1916,2.0,33,2.0,1,0,1,1,5,3,8,1,0
1917,0.0,0,0.0,0,0,0,6,5,3,4,0,0
1918,8.0,100,2.67,0,0,1,3,12,3,8,0,0
1919,0.0,0,0.0,0,0,0,6,5,3,8,0,0
1920,0.0,0,0.0,0,0,0,6,9,3,8,0,1
1921,2.0,84,1.0,0,0,0,3,9,4,9,0,0
1922,3.0,255,3.0,0,0,1,3,5,3,8,0,0
1923,5.0,1885,1.67,1,0,0,1,12,3,12,0,0
1924,2.0,41,2.0,0,0,0,3,5,3,4,0,0
1925,5.0,866,5.0,1,0,1,3,12,2,12,0,0
1926,0.0,0,0.0,1,0,0,6,5,2,4,0,0
1927,0.0,0,0.0,1,0,0,6,12,2,8,0,0
1928,3.0,1231,1.5,1,0,0,3,12,2,8,0,0
1929,5.0,216,5.0,0,0,1,3,5,3,4,0,0
1930,4.0,1396,4.0,1,2,1,3,5,3,4,0,0
1931,0.0,0,0.0,1,0,0,6,12,3,8,0,0
1932,4.0,1696,4.0,1,0,1,3,10,0,8,0,0
1933,0.0,0,0.0,1,0,0,6,12,3,8,0,0
1934,2.0,1020,2.0,1,0,1,1,5,1,8,0,0
1935,2.0,81,2.0,0,0,0,3,9,3,8,0,0
1936,3.0,1416,3.0,0,0,1,3,12,3,8,0,1
1937,1.0,362,1.0,0,0,0,3,1,4,8,0,0
1938,4.0,235,4.0,0,0,1,3,5,3,4,0,0
1939,2.0,530,2.0,0,1,1,1,5,3,4,0,0
1940,2.0,471,2.0,0,0,0,7,5,4,8,0,0
1941,3.0,382,1.5,0,0,0,3,5,1,4,0,0
1942,0.0,0,0.0,0,0,0,6,5,3,8,0,0
1943,2.0,1419,2.0,0,0,1,1,5,3,4,1,0
1944,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1945,2.0,371,2.0,0,0,1,1,5,3,4,1,0
1946,8.0,567,4.0,1,2,0,6,12,1,12,1,0
1947,5.0,13,1.25,0,0,1,1,10,3,10,0,0
1948,3.0,420,3.0,0,0,1,7,5,3,4,1,0
1949,0.0,0,0.0,1,0,0,6,12,3,8,0,0
1950,2.0,1043,2.0,1,0,0,3,12,1,12,0,0
1951,3.0,1490,3.0,1,0,0,3,5,2,4,0,0
1952,5.0,24,5.0,0,0,1,3,5,3,4,0,0
1953,13.0,1219,2.17,1,4,1,7,9,2,9,1,0
1954,2.0,11,2.0,0,2,1,1,5,4,4,1,0
1955,1.0,961,1.0,1,0,1,1,2,3,8,1,1
1956,0.0,0,0.0,1,0,0,6,5,3,4,0,0
1957,0.0,0,0.0,1,0,0,6,5,1,8,0,0
1958,0.0,0,0.0,0,0,0,6,9,4,8,0,0
1959,9.0,57,1.8,0,0,1,1,5,3,4,1,0
1960,0.0,0,0.0,0,0,0,6,9,1,8,0,0
1961,3.0,1228,1.5,1,0,0,6,12,3,8,1,0
1962,5.0,169,2.5,0,0,1,3,12,3,8,0,0
1963,2.0,262,2.0,0,2,1,1,5,3,4,1,0
1964,3.0,82,3.0,0,0,1,7,5,3,4,1,0
1965,0.0,0,0.0,1,0,2,14,5,0,8,0,0
1966,3.0,76,3.0,0,3,1,1,5,3,4,1,0
1967,4.0,1125,2.0,1,0,0,3,10,1,10,0,0
1968,5.0,321,2.5,1,0,1,3,12,3,8,1,0
1969,0.0,0,0.0,1,0,0,6,12,3,12,0,0
1970,3.0,263,1.5,0,0,1,3,5,3,4,1,0
1971,2.0,636,1.0,1,0,0,3,5,3,4,0,0
1972,0.0,0,0.0,0,0,0,6,9,4,8,0,0
1973,2.0,882,2.0,1,0,1,3,5,1,8,0,0
1974,0.0,0,0.0,1,0,0,6,5,3,8,0,0
1975,5.0,889,5.0,0,4,1,3,10,3,8,0,1
1976,6.0,1431,6.0,0,0,1,1,5,3,4,0,0
1977,2.0,216,2.0,0,2,1,3,1,3,8,0,0
1978,0.0,0,0.0,1,0,2,10,5,0,8,0,0
1979,6.0,1626,6.0,1,0,1,3,12,3,12,0,0
1980,2.0,258,1.0,0,0,0,3,5,3,4,0,0
1981,2.0,1622,2.0,0,4,0,3,10,1,8,0,0
1982,5.0,1591,5.0,1,0,1,1,12,0,12,0,0
1983,4.0,852,4.0,1,0,1,7,3,3,2,0,0
1984,4.0,137,4.0,0,0,1,3,5,3,4,0,0
1985,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1986,3.0,96,3.0,1,0,1,1,12,3,12,1,0
1987,6.0,652,2.0,0,1,1,1,5,3,8,0,0
1988,3.0,1302,3.0,0,0,0,3,2,3,8,0,1
1989,11.0,900,11.0,1,0,1,7,12,3,12,1,0
1990,4.0,41,2.0,1,0,1,7,5,1,4,1,0
1991,10.0,1489,2.0,1,0,0,3,12,3,8,0,0
1992,3.0,236,1.5,0,0,0,7,5,3,8,0,0
1993,0.0,0,0.0,0,0,0,6,9,3,8,0,0
1994,3.0,694,3.0,1,2,1,3,5,0,4,0,0
1995,0.0,0,0.0,1,0,2,14,5,3,4,0,0
1996,5.0,228,5.0,0,0,1,7,13,3,8,1,1
1997,3.0,1730,3.0,0,0,1,3,5,3,4,0,0
1998,3.0,87,3.0,0,1,1,3,5,3,4,0,0
1999,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2000,0.0,0,0.0,0,0,0,6,2,3,1,0,1
2001,3.0,1212,2.0,1,0,2,10,5,1,8,0,0
2002,0.0,0,0.0,1,0,0,6,12,2,8,0,0
2003,1.0,54,1.0,0,0,0,3,1,4,8,0,0
2004,2.0,114,2.0,1,0,1,1,12,2,12,1,0
2005,4.0,464,2.0,1,0,1,3,5,1,4,1,0
2006,14.0,255,7.0,0,0,1,7,9,3,9,1,0
2007,2.0,568,2.0,0,2,1,1,12,3,8,1,0
2008,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2009,3.0,1628,1.0,0,2,0,3,5,1,4,0,0
2010,7.0,866,7.0,1,4,2,10,5,0,4,0,0
2011,3.0,1441,3.0,1,0,2,10,12,2,12,1,0
2012,2.0,1017,2.0,1,0,0,3,5,3,4,0,0
2013,0.0,0,0.0,1,4,2,10,5,0,8,0,0
2014,0.0,0,0.0,1,4,2,10,12,1,12,0,0
2015,5.0,314,5.0,1,0,1,3,12,3,12,0,0
2016,4.0,1046,4.0,1,2,1,3,12,2,8,0,0
2017,3.0,89,1.5,0,0,0,3,9,4,8,0,0
2018,1.0,1320,1.0,1,1,1,1,2,1,8,0,0
2019,0.0,0,0.0,1,0,2,10,5,1,4,0,0
2020,0.0,0,0.0,1,0,2,3,12,3,12,0,0
2021,2.0,340,2.0,0,0,0,3,12,3,8,0,0
2022,2.0,1349,2.0,1,0,0,3,12,3,12,0,0
2023,4.0,1522,4.0,0,4,1,3,3,3,2,0,0
2024,3.0,92,1.0,1,2,0,3,12,2,8,0,0
2025,0.0,0,0.0,1,0,2,3,12,2,12,0,0
2026,5.0,1484,5.0,1,0,0,3,12,2,8,0,0
2027,5.0,1030,5.0,1,0,0,3,12,2,8,0,0
2028,0.0,0,0.0,0,0,0,6,5,3,8,0,0
2029,10.0,147,2.5,1,0,1,3,5,1,4,0,0
2030,0.0,0,0.0,0,0,0,6,9,3,9,0,0
2031,3.0,1298,3.0,1,0,1,3,12,3,12,0,0
2032,9.0,128,4.5,1,0,1,3,5,0,4,1,0
2033,4.0,1614,4.0,0,0,1,3,5,3,4,0,0
2034,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2035,5.0,271,1.25,0,1,0,7,5,3,4,1,0
2036,3.0,93,1.5,0,4,1,3,5,3,4,0,0
2037,2.0,344,2.0,0,0,0,3,9,3,8,0,0
2038,5.0,301,5.0,0,4,1,3,5,3,4,1,0
2039,1.0,200,1.0,0,0,0,3,1,4,8,0,0
2040,4.0,234,4.0,0,0,1,3,9,3,9,0,0
2041,4.0,1065,2.0,0,0,0,3,5,3,4,1,0
2042,0.0,0,0.0,1,0,2,10,12,2,12,0,0
2043,2.0,1554,2.0,1,4,0,3,5,0,4,0,0
2044,2.0,371,2.0,0,0,0,3,1,3,8,0,0
2045,5.0,1313,1.67,0,0,1,3,13,2,8,1,1
2046,5.0,1287,2.5,0,0,1,3,10,3,8,1,1
2047,0.0,0,0.0,0,0,0,6,10,3,10,0,0
2048,3.0,413,3.0,0,0,1,1,5,3,8,1,0
2049,13.0,20,2.6,1,4,0,1,8,0,7,0,0
2050,9.0,382,4.5,1,4,1,1,5,0,4,1,0
2051,4.0,166,4.0,0,0,1,1,5,2,8,0,0
2052,3.0,312,1.5,1,0,1,7,3,2,2,1,0
2053,3.0,1629,3.0,0,0,1,7,14,3,8,1,1
2054,4.0,349,4.0,0,0,1,1,10,3,10,0,0
2055,13.0,998,2.17,1,0,1,1,12,2,12,1,0
2056,2.0,144,2.0,0,0,1,1,12,3,8,1,0
2057,4.0,213,4.0,0,0,1,3,5,3,4,0,0
2058,7.0,151,1.4,0,0,1,1,5,3,4,0,0
2059,3.0,1157,3.0,0,0,1,3,5,3,4,0,0
2060,3.0,1087,1.5,1,0,1,1,12,2,12,1,0
2061,3.0,992,3.0,1,0,0,3,12,2,12,0,0
2062,1.0,176,1.0,0,0,0,3,1,3,8,0,0
2063,4.0,329,4.0,0,4,1,3,5,1,4,0,0
2064,2.0,1269,2.0,0,0,1,3,5,3,8,0,0
2065,0.0,0,0.0,0,4,2,10,5,1,4,0,0
2066,0.0,0,0.0,0,4,0,6,9,1,8,0,0
2067,8.0,1391,2.67,1,0,1,3,5,0,4,0,0
2068,5.0,415,5.0,0,1,1,3,5,3,4,0,0
2069,0.0,0,0.0,1,0,2,10,5,1,4,0,0
2070,3.0,1129,2.0,1,0,2,10,5,0,8,0,0
2071,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2072,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2073,2.0,158,1.0,0,0,0,3,3,4,8,0,0
2074,4.0,82,4.0,0,3,1,1,10,3,8,1,0
2075,7.0,1242,3.5,1,0,1,7,12,3,12,1,0
2076,4.0,1236,4.0,0,0,1,1,10,3,8,1,0
2077,2.0,1696,2.0,1,0,0,3,5,3,4,0,0
2078,2.0,267,1.0,0,0,0,6,7,3,8,1,0
2079,4.0,344,4.0,1,0,1,7,5,1,4,1,0
2080,0.0,0,0.0,1,0,0,6,12,3,12,0,0
2081,0.0,0,0.0,1,0,0,6,12,3,12,0,0
2082,16.0,1278,4.0,0,0,0,7,10,3,10,0,0
2083,0.0,0,0.0,1,0,0,6,12,3,12,0,0
2084,0.0,0,0.0,0,0,0,6,5,3,4,0,0
2085,0.0,0,0.0,1,0,2,14,5,3,4,0,0
2086,0.0,0,0.0,1,0,0,6,12,3,12,0,0
2087,2.0,915,2.0,1,0,0,3,5,3,4,0,0
2088,2.0,240,2.0,0,1,1,1,5,1,8,0,0
2089,2.0,1196,2.0,1,0,0,3,12,3,12,0,0
2090,3.0,25,3.0,1,0,0,3,12,2,12,0,0
2091,4.0,229,2.0,0,1,1,7,5,3,4,0,0
2092,6.0,422,6.0,0,1,1,3,12,2,8,0,0
2093,0.0,0,0.0,0,0,0,6,5,3,8,0,0
2094,7.0,998,1.75,1,0,0,7,12,2,12,0,0
2095,3.0,1557,3.0,1,0,0,3,5,2,4,0,0
2096,7.0,1380,7.0,1,3,1,3,5,3,4,1,0
2097,3.0,318,3.0,1,0,0,3,5,3,4,0,0
2098,0.0,0,0.0,1,0,0,6,5,3,4,0,0
2099,2.0,884,2.0,0,0,0,3,10,3,8,0,0
2100,0.0,0,0.0,1,0,0,6,5,3,8,0,0
2101,5.0,1656,5.0,1,0,1,1,12,0,12,1,0
2102,8.0,94,8.0,0,0,1,3,5,3,4,0,0
2103,7.0,940,7.0,1,0,1,3,5,2,4,1,0
2104,0.0,0,0.0,1,0,0,6,5,3,4,0,0
2105,2.0,1558,2.0,1,4,1,1,12,2,12,1,0
2106,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2107,0.0,0,0.0,1,0,0,6,5,3,4,0,0
2108,4.0,1052,4.0,1,3,1,1,5,3,4,1,0
2109,3.0,1030,3.0,1,0,1,3,12,2,8,0,0
2110,9.0,127,3.0,1,0,1,3,12,2,12,0,0
2111,7.0,522,7.0,0,4,1,1,5,3,4,1,0
2112,10.0,1159,2.5,0,4,1,3,10,3,8,0,0
2113,6.0,1243,6.0,0,0,1,7,5,2,4,1,0
2114,0.0,0,0.0,1,0,2,10,12,2,12,0,0
2115,0.0,0,0.0,1,4,2,10,5,1,4,0,0
2116,3.0,1349,1.5,0,2,1,1,5,3,4,1,0
2117,2.0,151,2.0,0,0,1,3,12,3,8,0,0
2118,0.0,0,0.0,1,0,2,10,12,0,8,0,0
2119,2.0,1025,2.0,1,0,0,3,7,3,8,1,0
2120,0.0,0,0.0,0,0,0,6,5,3,8,0,0
2121,16.0,1804,2.67,1,0,1,7,5,3,4,1,0
2122,0.0,0,0.0,1,0,2,10,12,2,12,0,0
2123,0.0,0,0.0,0,0,0,6,5,3,8,0,0
2124,5.0,1388,1.67,1,0,1,3,12,3,8,1,0
2125,2.0,1260,2.0,0,0,0,3,5,3,4,0,0
2126,0.0,0,0.0,1,0,2,10,5,0,8,0,0
2127,0.0,0,0.0,1,0,2,10,12,2,8,0,0
2128,4.0,1425,4.0,1,0,1,1,12,3,12,1,0
2129,6.0,34,3.0,0,1,1,1,13,3,8,1,0
2130,3.0,1413,2.0,1,0,2,10,2,0,8,0,0
2131,0.0,0,0.0,1,0,2,10,12,2,8,0,0
2132,0.0,0,0.0,1,0,2,10,5,0,8,0,0
2133,0.0,0,0.0,1,0,0,6,12,3,12,0,0
2134,3.0,1261,2.0,1,0,2,10,5,0,8,0,0
2135,3.0,684,3.0,1,0,0,3,5,3,4,0,0
2136,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2137,4.0,66,1.33,0,1,1,1,5,3,4,1,0
2138,2.0,1113,2.0,1,0,0,3,5,2,4,0,0
2139,5.0,651,2.5,1,0,1,3,5,3,8,0,0
2140,0.0,0,0.0,1,4,2,10,3,0,8,0,0
2141,2.0,433,2.0,0,0,0,3,5,3,8,0,0
2142,2.0,910,1.0,0,4,0,3,9,0,8,0,0
2143,5.0,8,2.5,0,4,1,3,12,3,8,0,0
2144,4.0,310,4.0,0,4,1,3,12,3,8,0,0
2145,3.0,1606,2.0,1,4,2,10,2,0,8,0,1
2146,9.0,280,3.0,0,4,1,1,5,3,4,1,0
2147,7.0,1141,1.75,1,0,0,7,9,3,9,0,0
2148,0.0,0,0.0,0,0,0,6,5,3,8,0,0
2149,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2150,4.0,95,4.0,1,0,1,7,5,3,4,0,0
2151,4.0,10,4.0,0,2,1,3,12,3,8,0,0
2152,0.0,0,0.0,1,0,2,3,12,3,12,0,0
2153,3.0,1376,3.0,1,0,0,3,12,2,12,0,0
2154,23.0,1677,2.09,1,3,0,6,9,3,9,0,0
2155,5.0,908,1.67,1,0,0,3,12,3,12,0,0
2156,3.0,89,3.0,0,0,1,1,12,3,8,1,0
2157,5.0,934,2.5,1,0,1,3,12,2,12,1,0
2158,2.0,961,2.0,1,4,2,10,13,0,13,0,0
2159,2.0,1328,1.0,1,0,0,3,12,3,12,0,0
2160,0.0,0,0.0,1,0,0,6,2,3,8,0,1
2161,5.0,1728,5.0,1,0,1,7,12,2,12,1,0
2162,3.0,1713,3.0,1,0,1,3,5,3,4,0,0
2163,0.0,0,0.0,1,0,2,14,12,3,12,0,0
2164,2.0,393,2.0,0,0,0,3,9,3,8,0,0
2165,2.0,108,2.0,0,0,0,3,10,3,8,0,0
2166,4.0,1279,2.0,1,0,0,3,12,2,12,0,0
2167,4.0,99,2.0,0,0,1,1,12,2,8,1,0
2168,2.0,1161,2.0,0,0,0,3,10,3,8,0,0
2169,10.0,887,1.43,0,0,1,1,5,3,4,1,0
2170,9.0,41,2.25,0,0,1,1,10,3,10,0,0
2171,5.0,1421,5.0,1,0,1,3,12,2,8,0,0
2172,12.0,830,2.4,1,0,0,3,5,1,8,1,0
2173,5.0,1027,5.0,0,1,1,3,10,3,8,0,0
2174,5.0,1757,2.5,0,0,1,1,12,2,8,0,0
2175,8.0,137,4.0,0,3,1,3,5,3,4,1,0
2176,3.0,1873,1.5,0,0,1,1,5,3,4,1,0
2177,2.0,281,2.0,0,0,1,1,5,3,8,1,0
2178,5.0,94,5.0,0,0,1,1,12,3,8,0,0
2179,5.0,118,5.0,0,0,0,3,5,3,4,0,0
2180,3.0,182,3.0,0,4,1,1,12,3,8,1,0
2181,8.0,262,8.0,0,0,1,3,5,0,4,0,0
2182,4.0,45,4.0,1,1,1,3,12,3,8,0,0
2183,1.0,257,1.0,0,0,0,3,13,3,8,0,0
2184,5.0,3,2.5,1,0,1,3,12,2,12,0,0
2185,3.0,264,3.0,0,0,1,3,5,3,4,0,0
2186,4.0,768,4.0,0,0,1,3,5,3,4,0,0
2187,2.0,133,2.0,0,0,1,1,12,4,8,1,0
2188,3.0,354,3.0,1,2,1,3,12,0,8,0,0
2189,5.0,740,2.5,0,0,1,3,10,2,10,0,0
2190,55.0,297,55.0,0,1,1,1,10,3,8,1,1
2191,4.0,40,2.0,1,0,0,6,10,3,10,0,0
2192,3.0,406,1.5,0,1,0,6,3,3,8,1,0
2193,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2194,4.0,1222,4.0,0,4,1,3,5,3,4,0,0
2195,7.0,70,7.0,1,0,1,3,8,0,7,0,0
2196,4.0,1494,4.0,1,4,0,3,5,1,4,0,0
2197,3.0,739,3.0,1,0,0,3,5,1,4,0,0
2198,3.0,802,3.0,1,0,1,1,12,2,12,1,0
2199,2.0,835,2.0,1,0,1,1,12,3,12,1,0
2200,5.0,129,2.5,0,0,0,1,9,2,8,0,0
2201,5.0,129,2.5,0,0,1,1,9,3,8,0,0
2202,4.0,266,4.0,0,0,1,3,5,3,4,0,0
2203,3.0,260,3.0,0,0,1,3,12,3,8,0,0
2204,2.0,200,2.0,0,0,0,3,3,3,8,0,0
2205,3.0,349,3.0,0,3,1,1,5,2,4,1,0
2206,2.0,774,2.0,0,0,1,3,5,3,8,0,0
2207,0.0,0,0.0,0,0,0,6,3,3,2,0,0
2208,0.0,0,0.0,1,4,0,6,5,1,4,0,0
2209,3.0,1359,3.0,0,0,1,1,10,4,8,1,0
2210,3.0,209,3.0,1,0,1,7,14,1,8,1,0
2211,6.0,648,6.0,0,0,0,3,10,3,8,0,0
2212,2.0,1099,2.0,0,0,0,3,10,3,8,0,0
2213,3.0,143,3.0,0,1,1,1,12,3,8,0,0
2214,0.0,0,0.0,1,4,0,6,5,1,4,0,0
2215,7.0,720,3.5,0,0,1,3,14,3,8,0,1
2216,0.0,0,0.0,0,0,0,6,9,3,8,0,0
2217,5.0,1204,5.0,0,1,1,7,5,3,4,1,0
2218,3.0,291,3.0,0,3,1,7,10,3,8,1,0
2219,18.0,1428,6.0,0,4,1,3,10,2,8,1,0
2220,2.0,447,2.0,0,1,1,1,5,4,4,1,0
2221,3.0,355,3.0,0,4,0,3,5,1,8,0,0
2222,3.0,313,3.0,0,0,1,1,5,2,8,1,0
2223,6.0,1134,6.0,1,0,0,3,10,1,8,0,0
2224,0.0,0,0.0,1,0,0,6,5,1,4,0,0
2225,3.0,2,3.0,0,3,1,1,5,4,4,1,0
2226,0.0,0,0.0,1,0,0,6,12,3,12,0,0
2227,8.0,568,4.0,1,0,0,1,5,1,4,0,0
2228,2.0,317,2.0,0,3,1,1,5,3,4,1,0
2229,10.0,1082,3.33,0,0,0,1,9,4,8,0,0
2230,5.0,36,5.0,0,0,1,3,5,3,4,0,0
2231,11.0,1027,5.5,1,0,1,1,5,3,8,0,0
2232,3.0,1129,3.0,0,0,1,7,13,3,8,1,1
