,Lead Origin,Lead Source,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Lead Quality,City,Last Notable Activity,A free copy of Mastering The Interview,Do Not Email,Converted
2918,Lead Add Form,Reference,0.0,0,0.0,Email Link Clicked,Low in Relevance,Mumbai,Email Link Clicked,No,No,1
2919,Landing Page Submission,Organic Search,7.0,52,7.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2920,Landing Page Submission,Google,4.0,1161,4.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
2921,Lead Add Form,Reference,3.0,1055,2.0,Email Opened,Not Sure,Mumbai,Modified,No,No,1
2922,Lead Add Form,Reference,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
2923,API,Google,3.0,1147,1.5,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
2924,Lead Add Form,Reference,3.0,521,2.0,Email Opened,Not Sure,Mumbai,Modified,No,No,1
2925,Lead Add Form,Reference,3.0,1182,2.0,Email Opened,Not Sure,Mumbai,Modified,No,No,1
2926,Landing Page Submission,Google,4.0,1512,4.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
2927,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
2928,Landing Page Submission,Direct Traffic,2.0,442,2.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
2929,Landing Page Submission,Direct Traffic,2.0,597,2.0,Email Bounced,Not Sure,Mumbai,Email Bounced,Yes,Yes,0
2930,Landing Page Submission,Direct Traffic,6.0,273,2.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,Yes,No,1
2931,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
2932,Lead Add Form,Reference,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
2933,Lead Add Form,Reference,0.0,0,0.0,Email Opened,Low in Relevance,Mumbai,Email Opened,No,No,1
2934,API,Google,2.0,350,2.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2935,Landing Page Submission,Google,4.0,1646,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
2936,Landing Page Submission,Direct Traffic,7.0,1290,7.0,Email Opened,High in Relevance,Mumbai,Modified,Yes,No,1
2937,Landing Page Submission,Google,4.0,201,4.0,Email Opened,Not Sure,Other Cities,Email Opened,Yes,No,0
2938,Landing Page Submission,Google,4.0,1104,4.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
2939,Landing Page Submission,Direct Traffic,6.0,1073,3.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
2940,API,Google,2.0,1331,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
2941,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2942,Lead Add Form,Reference,3.0,109,2.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
2943,Landing Page Submission,Organic Search,3.0,644,3.0,SMS Sent,Might be,Other Metro Cities,SMS Sent,Yes,No,1
2944,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
2945,Landing Page Submission,Google,4.0,59,2.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
2946,API,Google,2.0,1576,1.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
2947,API,Google,1.0,79,1.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
2948,API,Google,2.0,385,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2949,Landing Page Submission,Google,4.0,217,2.0,Converted to Lead,Not Sure,Mumbai,Modified,Yes,No,0
2950,Landing Page Submission,Google,14.0,17,14.0,Email Opened,Not Sure,Mumbai,Modified,Yes,No,1
2951,Landing Page Submission,Direct Traffic,3.0,57,3.0,Page Visited on Website,Not Sure,Other Cities,Page Visited on Website,Yes,No,0
2952,Landing Page Submission,Google,5.0,653,2.5,SMS Sent,High in Relevance,Other Cities,SMS Sent,No,No,1
2953,Landing Page Submission,Direct Traffic,3.0,20,3.0,Email Opened,Not Sure,Other Metro Cities,Email Opened,Yes,No,0
2954,API,Google,2.0,189,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2955,API,Google,6.0,1162,6.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
2956,Landing Page Submission,Google,4.0,1344,4.0,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,No,No,1
2957,Landing Page Submission,Direct Traffic,4.0,44,4.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
2958,Landing Page Submission,Google,3.0,690,3.0,Email Opened,Might be,Thane & Outskirts,Email Opened,No,No,0
2959,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
2960,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
2961,Lead Add Form,Reference,3.0,1248,1.0,Email Opened,Low in Relevance,Mumbai,Email Opened,Yes,No,1
2962,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
2963,API,Direct Traffic,7.0,114,7.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
2964,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
2965,Landing Page Submission,Direct Traffic,2.0,212,2.0,Email Opened,Not Sure,Thane & Outskirts,Modified,Yes,No,0
2966,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
2967,Landing Page Submission,Organic Search,4.0,362,4.0,SMS Sent,Might be,Mumbai,Modified,Yes,No,1
2968,API,Google,4.0,183,1.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
2969,Landing Page Submission,Direct Traffic,3.0,898,1.5,Email Bounced,Not Sure,Mumbai,Modified,Yes,Yes,0
2970,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
2971,API,Google,3.0,237,3.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
2972,Landing Page Submission,Organic Search,11.0,529,5.5,Email Opened,Might be,Mumbai,Email Opened,Yes,No,0
2973,Landing Page Submission,Direct Traffic,4.0,453,4.0,Page Visited on Website,Not Sure,Other Cities of Maharashtra,Page Visited on Website,Yes,No,0
2974,API,Google,2.0,440,2.0,Email Bounced,Not Sure,Mumbai,Email Bounced,No,Yes,1
2975,Landing Page Submission,Google,4.0,12,4.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2976,Lead Add Form,Reference,3.0,532,2.0,Email Opened,Low in Relevance,Mumbai,Modified,No,No,1
2977,Landing Page Submission,Google,4.0,222,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
2978,API,Olark Chat,16.0,1448,1.78,Page Visited on Website,Might be,Mumbai,Page Visited on Website,No,No,1
2979,Lead Add Form,Welingak Website,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
2980,API,Google,1.0,247,1.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
2981,Landing Page Submission,Google,8.0,546,2.67,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,Yes,No,0
2982,API,Google,5.0,1469,5.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
2983,Landing Page Submission,Organic Search,3.0,27,3.0,Converted to Lead,Not Sure,Other Cities,Modified,Yes,No,0
2984,Lead Add Form,Reference,4.0,1101,1.33,Olark Chat Conversation,High in Relevance,Mumbai,Olark Chat Conversation,Yes,No,1
2985,Landing Page Submission,Google,4.0,1855,2.0,Email Opened,Low in Relevance,Mumbai,Email Opened,No,No,1
2986,Landing Page Submission,Google,3.0,1286,3.0,SMS Sent,Not Sure,Thane & Outskirts,Modified,No,No,1
2987,Landing Page Submission,Direct Traffic,4.0,218,4.0,Email Opened,Not Sure,Other Cities,Email Opened,Yes,No,0
2988,API,Google,6.0,1232,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
2989,Landing Page Submission,Direct Traffic,8.0,1495,4.0,Email Opened,Not Sure,Mumbai,Modified,Yes,No,1
2990,API,Google,2.0,1360,2.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
2991,Landing Page Submission,Google,3.0,323,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2992,API,Google,2.0,1409,2.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
2993,Landing Page Submission,Direct Traffic,1.0,186,1.0,Email Bounced,Worst,Mumbai,Modified,No,Yes,0
2994,Landing Page Submission,Organic Search,7.0,257,7.0,SMS Sent,Might be,Other Cities of Maharashtra,SMS Sent,Yes,No,1
2995,API,Olark Chat,7.0,74,1.4,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,0
2996,Landing Page Submission,Direct Traffic,3.0,307,3.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
2997,Landing Page Submission,Google,3.0,409,3.0,Form Submitted on Website,Not Sure,Mumbai,Modified,No,No,0
2998,API,Olark Chat,3.0,361,1.5,Email Link Clicked,Not Sure,Other Cities,Email Link Clicked,No,No,0
2999,API,Google,3.0,13,3.0,Unreachable,Might be,Mumbai,Modified,No,No,0
3000,Landing Page Submission,Direct Traffic,6.0,1271,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3001,Landing Page Submission,Direct Traffic,2.0,1645,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,Yes,1
3002,Landing Page Submission,Google,3.0,871,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3003,Landing Page Submission,Direct Traffic,3.0,1354,3.0,SMS Sent,Not Sure,Mumbai,Modified,Yes,No,0
3004,Landing Page Submission,Google,4.0,44,4.0,SMS Sent,Not Sure,Mumbai,Modified,No,Yes,0
3005,Landing Page Submission,Google,3.0,1497,3.0,Email Opened,Low in Relevance,Other Cities of Maharashtra,Email Opened,No,No,1
3006,Landing Page Submission,Google,5.0,952,5.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
3007,Landing Page Submission,Direct Traffic,4.0,177,4.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
3008,Landing Page Submission,Google,4.0,1221,4.0,Email Opened,Not Sure,Other Cities,Email Opened,No,No,0
3009,Landing Page Submission,Direct Traffic,2.0,397,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
3010,Landing Page Submission,Direct Traffic,3.0,1653,3.0,Page Visited on Website,Not Sure,Mumbai,Modified,No,Yes,1
3011,Landing Page Submission,Google,5.0,228,2.5,Email Opened,Not Sure,Mumbai,Modified,No,No,0
3012,API,Organic Search,8.0,1329,4.0,Email Opened,High in Relevance,Mumbai,Email Opened,No,No,1
3013,Landing Page Submission,Google,8.0,782,2.67,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
3014,Landing Page Submission,Direct Traffic,5.0,213,2.5,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,Yes,No,0
3015,API,Google,3.0,1528,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
3016,Landing Page Submission,Direct Traffic,4.0,488,4.0,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,Yes,No,0
3017,Landing Page Submission,Google,4.0,1173,4.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,1
3018,Landing Page Submission,Google,3.0,194,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3019,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
3020,Landing Page Submission,Direct Traffic,9.0,62,2.25,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,1
3021,Landing Page Submission,Google,2.0,678,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
3022,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3023,Landing Page Submission,Direct Traffic,2.0,83,2.0,Unsubscribed,Not Sure,Other Cities,Modified,Yes,Yes,0
3024,API,Google,3.0,1373,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
3025,Landing Page Submission,Google,3.0,49,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3026,API,Google,2.0,1553,1.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3027,Landing Page Submission,Google,5.0,19,2.5,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,No,Yes,0
3028,Lead Add Form,Google,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3029,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3030,API,Google,2.0,139,2.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
3031,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3032,Lead Add Form,Reference,3.0,1995,2.0,Email Opened,Might be,Mumbai,Modified,No,No,1
3033,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3034,Lead Add Form,Reference,1.0,1247,1.0,Email Link Clicked,Might be,Mumbai,Modified,No,No,1
3035,Landing Page Submission,Google,5.0,1049,5.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
3036,API,Google,2.0,234,2.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
3037,Landing Page Submission,Direct Traffic,2.0,450,2.0,SMS Sent,Not Sure,Other Cities,Modified,Yes,No,0
3038,API,Google,2.0,64,1.0,Page Visited on Website,Not Sure,Mumbai,Modified,No,No,0
3039,API,Google,2.0,1048,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,0
3040,Landing Page Submission,Google,8.0,18,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
3041,Landing Page Submission,Direct Traffic,2.0,1492,2.0,Email Opened,Might be,Other Cities of Maharashtra,Email Opened,Yes,No,0
3042,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3043,API,Google,2.0,312,2.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3044,Landing Page Submission,Direct Traffic,4.0,906,4.0,SMS Sent,Might be,Other Cities,SMS Sent,Yes,No,1
3045,Landing Page Submission,Direct Traffic,4.0,1095,4.0,SMS Sent,Not Sure,Other Cities of Maharashtra,SMS Sent,No,No,0
3046,API,Google,2.0,1283,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3047,Landing Page Submission,Google,4.0,400,4.0,Email Opened,Not Sure,Thane & Outskirts,Email Opened,No,No,0
3048,API,Google,2.0,130,1.0,SMS Sent,Might be,Mumbai,Modified,No,No,0
3049,API,Organic Search,4.0,266,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
3050,API,Organic Search,8.0,58,2.67,Email Opened,Worst,Mumbai,Modified,No,No,0
3051,Landing Page Submission,Google,6.0,1234,2.0,Email Opened,Low in Relevance,Other Cities,Email Opened,No,No,1
3052,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
3053,API,Google,2.0,507,1.0,Email Opened,Worst,Mumbai,Modified,No,No,0
3054,API,Organic Search,2.0,274,2.0,Email Bounced,Not Sure,Mumbai,Modified,No,Yes,0
3055,Landing Page Submission,Google,3.0,1248,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
3056,API,Organic Search,3.0,949,3.0,SMS Sent,Might be,Mumbai,SMS Sent,No,Yes,1
3057,Landing Page Submission,Google,6.0,763,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3058,API,Google,2.0,33,1.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3059,Landing Page Submission,Direct Traffic,2.0,298,2.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3060,Landing Page Submission,Google,4.0,1554,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
3061,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3062,Landing Page Submission,Google,7.0,137,3.5,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3063,API,Google,8.0,1054,2.67,Email Opened,Not Sure,Other Cities of Maharashtra,Modified,No,No,1
3064,Lead Add Form,Reference,3.0,278,2.0,Email Opened,Low in Relevance,Thane & Outskirts,Modified,No,No,0
3065,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
3066,API,Google,3.0,254,3.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,0
3067,Landing Page Submission,Google,6.0,239,6.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3068,API,Olark Chat,0.0,0,0.0,Resubscribed to emails,Not Sure,Mumbai,Resubscribed to emails,No,No,1
3069,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3070,API,Google,3.0,519,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
3071,Landing Page Submission,Google,4.0,464,4.0,SMS Sent,Not Sure,Other Cities,Modified,No,No,0
3072,Landing Page Submission,Direct Traffic,4.0,390,4.0,Email Opened,Low in Relevance,Other Metro Cities,Email Opened,No,No,1
3073,Landing Page Submission,Direct Traffic,5.0,992,1.25,Email Opened,Low in Relevance,Mumbai,Email Opened,Yes,No,1
3074,Landing Page Submission,Organic Search,4.0,813,2.0,SMS Sent,Might be,Other Cities,SMS Sent,Yes,No,1
3075,Landing Page Submission,Google,8.0,75,8.0,Email Opened,Not Sure,Other Cities,Email Opened,No,No,0
3076,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
3077,API,Direct Traffic,3.0,1099,1.5,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3078,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
3079,Landing Page Submission,Google,8.0,350,8.0,Page Visited on Website,Not Sure,Other Cities of Maharashtra,Page Visited on Website,Yes,No,0
3080,Landing Page Submission,Google,10.0,524,1.67,Page Visited on Website,Not Sure,Mumbai,Modified,Yes,No,0
3081,Landing Page Submission,Google,11.0,287,11.0,Email Opened,Not Sure,Mumbai,Modified,Yes,No,0
3082,Landing Page Submission,Direct Traffic,4.0,204,4.0,Email Opened,Not Sure,Other Metro Cities,Email Opened,Yes,No,0
3083,Landing Page Submission,Google,3.0,664,3.0,SMS Sent,Not Sure,Other Metro Cities,SMS Sent,No,No,1
3084,Landing Page Submission,Organic Search,7.0,231,7.0,SMS Sent,Not Sure,Mumbai,Modified,Yes,No,0
3085,API,Olark Chat,3.0,1580,1.0,Page Visited on Website,Not Sure,Mumbai,Modified,No,No,1
3086,API,Google,4.0,998,1.33,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
3087,Landing Page Submission,Organic Search,4.0,1060,4.0,SMS Sent,Not Sure,Other Cities,SMS Sent,Yes,No,0
3088,API,Google,3.0,232,3.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3089,API,Google,4.0,1656,2.0,Olark Chat Conversation,Might be,Mumbai,Modified,No,No,1
3090,Landing Page Submission,Direct Traffic,5.0,959,2.5,SMS Sent,Might be,Tier II Cities,SMS Sent,No,No,1
3091,Landing Page Submission,Organic Search,3.0,443,1.5,Unreachable,Not Sure,Other Cities,Modified,No,Yes,0
3092,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3093,Landing Page Submission,Direct Traffic,23.0,351,3.83,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,Yes,No,0
3094,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3095,Landing Page Submission,Google,5.0,1925,5.0,SMS Sent,Might be,Thane & Outskirts,SMS Sent,No,No,1
3096,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
3097,Landing Page Submission,Direct Traffic,2.0,503,2.0,SMS Sent,Might be,Other Metro Cities,SMS Sent,No,No,1
3098,Landing Page Submission,Organic Search,3.0,1046,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,0
3099,Landing Page Submission,Direct Traffic,2.0,208,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
3100,API,Organic Search,2.0,268,2.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
3101,Landing Page Submission,Direct Traffic,2.0,260,2.0,Email Opened,Might be,Mumbai,Email Opened,Yes,No,0
3102,Landing Page Submission,Direct Traffic,2.0,305,2.0,SMS Sent,Worst,Other Metro Cities,Modified,Yes,Yes,0
3103,Landing Page Submission,Organic Search,9.0,181,4.5,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
3104,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3105,Landing Page Submission,Direct Traffic,2.0,358,2.0,Page Visited on Website,Not Sure,Other Cities,Page Visited on Website,Yes,Yes,0
3106,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
3107,Landing Page Submission,Organic Search,5.0,71,5.0,SMS Sent,Not Sure,Other Metro Cities,SMS Sent,Yes,Yes,0
3108,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3109,Landing Page Submission,Direct Traffic,5.0,2,2.5,Form Submitted on Website,Not Sure,Mumbai,Modified,Yes,No,0
3110,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
3111,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3112,Landing Page Submission,Direct Traffic,2.0,412,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
3113,Landing Page Submission,Direct Traffic,4.0,2094,4.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
3114,API,Google,3.0,1188,3.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,0
3115,Landing Page Submission,Google,7.0,402,7.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,0
3116,API,Olark Chat,0.0,0,0.0,Email Bounced,Not Sure,Mumbai,Modified,No,Yes,0
3117,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3118,Landing Page Submission,Direct Traffic,2.0,903,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,0
3119,API,Google,2.0,1485,2.0,Email Opened,Low in Relevance,Mumbai,Modified,No,No,1
3120,Landing Page Submission,Direct Traffic,6.0,94,2.0,SMS Sent,Might be,Other Cities,SMS Sent,Yes,No,1
3121,Landing Page Submission,Direct Traffic,2.0,1577,2.0,SMS Sent,Not Sure,Thane & Outskirts,Modified,Yes,Yes,0
3122,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3123,API,Google,2.0,997,2.0,Email Opened,Low in Relevance,Mumbai,Email Opened,No,No,1
3124,API,Organic Search,4.0,358,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
3125,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Olark Chat Conversation,No,No,0
3126,API,Olark Chat,0.0,0,0.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
3127,API,Olark Chat,0.0,0,0.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
3128,API,Google,2.0,37,1.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
3129,API,Olark Chat,0.0,0,0.0,Unreachable,Not Sure,Mumbai,Unreachable,No,No,0
3130,Landing Page Submission,Direct Traffic,7.0,62,1.75,Email Opened,Not Sure,Other Cities,Email Opened,Yes,No,0
3131,Landing Page Submission,Organic Search,5.0,134,5.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
3132,Landing Page Submission,Google,4.0,1237,4.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
3133,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3134,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3135,Landing Page Submission,Direct Traffic,2.0,320,2.0,Email Opened,Not Sure,Thane & Outskirts,Email Opened,Yes,No,0
3136,Landing Page Submission,Google,5.0,375,5.0,SMS Sent,Low in Relevance,Mumbai,Modified,No,No,0
3137,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3138,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3139,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
3140,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
3141,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
